Source,Target,Type,Sourcename,Relationship,Targetname,Reference,Strength,Notes,Entity 1 Types,Entity 2 Types,From,Until
352,294,Undirected,Pelagos Sea Transport Ltd,is a subsidiary of,Laurel Sea Transport Ltd,,,,company,company,,
355,103,Undirected,Portland Trading Inc,sold,"145 Hudson Street, 8A, New York, NY",https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2013081900366001,5,,company,address,,
356,103,Undirected,Portland-Wickham Enterprises,bought,"145 Hudson Street, 8A, New York, NY",https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2013081900366001,5,,company,address,,
357,152,Undirected,Poseidon Express II NE,is a subsidiary of,Arkadia Lines,,,,company,company,,
361,282,Undirected,Reginald Albemarle Parkin,is lawyer of,John Anthony Coulouthros,http://interactive.ancestrylibrary.com.ezproxy.cul.columbia.edu/1904/32858_611411_1991-00310/15185188?backurl=http%3a%2f%2fsearch.ancestrylibrary.com%2f%2fcgi-bin%2fsse.dll%3fgss%3dangs-c%26new%3d1%26rank%3d1%26msT%3d1%26gsfn%3duranis%26gsln%3dcoulouthros%26MSAV%3d0%26catbucket%3drstp%26pcat%3d34%26h%3d15185188%26db%3dUKProbateCal%26indiv%3d1%26ml_rpos%3d1&ssrc=&backlabel=ReturnRecord,,"from Urania's death notice, 1957",person,person,,
362,158,Undirected,Roselyn Silkes,"was ""subscriber"" of",Atlantica Compania Comercial,http://datatracker.org/data/panama/records-1-50000/record_25653.html,,"May be meaningless - just a person who signs for various companies - her obit says she worked for a ""greek shipping magnate"" from age of 16",person,company,,
364,152,Undirected,Samaina Shipping,is a subsidiary of,Arkadia Lines,,,,company,company,,
369,294,Undirected,Seaworld Maritime Ltd,is a subsidiary of,Laurel Sea Transport Ltd,,,,company,company,,
376,294,Undirected,Standard Ocean Carriers SA,is a subsidiary of,Laurel Sea Transport Ltd,,,,company,company,,
380,409,Undirected,Stephen Askins,lawyer for,Universe Maritime Ltd,"""Owners Remain Veiled"" article in TradeWindsNews http://www.tradewindsnews.com/weekly/178391/owners-remain-veiled",,knows name of foundation where Universe Maritime money went,person,company,,
380,258,Undirected,Stephen Askins,lawyer at,Ince Services,,,,person,law firm,,
399,294,Undirected,T Kokkinos,was Chief Marine Superintendent,Laurel Sea Transport Ltd,I think it's from Lloyd's! No longer have access to page...,,,person,company,,
399,403,Undirected,T Kokkinos,might be,Theodoros Kokkinos,,,,person,person,,
403,414,Undirected,Theodoros Kokkinos,was the treasurer of,Valdoro Shipping Company,http://datatracker.org/data/panama/records-1-50000/record_28417.html,,,person,company,,
403,157,Undirected,Theodoros Kokkinos,was the treasurer of,Atlantic Carriers SA,http://datatracker.org/data/panama/records-1-50000/record_25651.html,,May have nothing to do with Atlantica Compania...,person,company,,
403,263,Undirected,Theodoros Kokkinos,was the treasurer of,Interocean Carriers Corporation,http://datatracker.org/data/panama/records-1-50000/record_27617.html,,,person,company,,
409,173,Undirected,Universe Maritime Ltd,address is,"Building 3, 262, Kifisias Avenue, Kifisia, 145 62 Athens, Greece",,,,company,address,,
409,410,Undirected,Universe Maritime Ltd,has this email address,universe1@ath.forthnet.gr,,,,company,email address,,
409,121,Undirected,Universe Maritime Ltd,phone number is,30 210 623 0557,,,,company,phone number,,
409,123,Undirected,Universe Maritime Ltd,phone number is,30 210 623 2044,,,,company,phone number,,
409,122,Undirected,Universe Maritime Ltd,phone number is,30 210 623 1449,,,,company,phone number,,
409,120,Undirected,Universe Maritime Ltd,has this fax,30 210 623 0238,,,,company,phone number,,
409,138,Undirected,Universe Maritime Ltd,address is,80 Broad Street,http://www.tradewindsnews.com/incoming/article263404.ece5/binary/Spain%20v%20ABS%20amended%20complaint%20%281.3MB%29,,,company,address,,
411,281,Undirected,Uraine J Coulouthros,is the wife of,John A. Coulouthros,,,,person,person,,
412,411,Undirected,Urania Coulouthros,is alias of,Uraine J Coulouthros,,,,person,person,,
412,281,Undirected,Urania Coulouthros,is wife of,John A. Coulouthros,http://interactive.ancestrylibrary.com.ezproxy.cul.columbia.edu/7488/NYT715_8062-1140/3027905762?backurl=http%3a%2f%2fsearch.ancestrylibrary.com%2f%2fcgi-bin%2fsse.dll%3fgss%3dangs-g%26new%3d1%26rank%3d1%26gsfn%3dtheodoros%26gsln%3dkokkinos%26gsln_x%3d1%26MSAV%3d0%26catbucket%3drstp%26uidh%3dfph%26pcat%3dROOT_CATEGORY%26h%3d3027905762%26recoff%3d8%2b10%26db%3dnypl%26indiv%3d1%26ml_rpos%3d1&ssrc=&backlabel=ReturnRecord,,,,,,
413,294,Undirected,Valdoro Compania Naviera SA,is a subsidiary of,Laurel Sea Transport Ltd,,,,company,company,,
418,152,Undirected,Vytina Maritime Shipping Co,is a subsidiary of,Arkadia Lines,,,,company,company,,
